tool,preset,effect_pattern,effect_sigma_mult,noise_model,attacker_threshold_ns,dataset_id,samples_per_class,detected,statistic,p_value,time_ms,samples_used,status,outcome
silent-native,medium,shift,0.2,ar1-0.6,,5,5000,false,0.050000,,216,10000,"diff=18.0ns, CI_lower=6.3ns, Δ=171.0ns",pass
silent-native,medium,shift,0.2,ar1-n0.3,,20,5000,false,0.050000,,260,10000,"diff=29.1ns, CI_lower=17.6ns, Δ=168.3ns",pass
tacet,medium,shift,0.2,iid,100,28,5000,false,0.000000,,324,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,iid,,28,5000,true,,,3,9526,"max|t|=8.28, tau=-0.0848, threshold=4.5",fail
timing-tvla,medium,shift,0.2,iid,,28,5000,true,,,0,10000,"|t|=7.72, threshold=4.5",fail
ks-test,medium,shift,0.2,iid,,28,5000,true,1.000000,,0,10000,"D=0.0748, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,iid,,28,5000,true,1.000000,,0,10000,"A²=31.4908, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,iid,,28,5000,true,,,0,10000,non-overlapping box found at [20-25%],fail
tacet,medium,shift,0.2,iid,100,17,5000,false,0.000000,,340,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,iid,,17,5000,true,,,5,9986,"max|t|=8.55, tau=-0.0856, threshold=4.5",fail
timing-tvla,medium,shift,0.2,iid,,17,5000,true,,,0,10000,"|t|=8.51, threshold=4.5",fail
ks-test,medium,shift,0.2,iid,,17,5000,true,1.000000,,0,10000,"D=0.0726, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,iid,,17,5000,true,1.000000,,0,10000,"A²=33.0862, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,iid,,17,5000,true,,,0,10000,non-overlapping box found at [26-31%],fail
tacet,medium,shift,0.2,iid,100,22,5000,false,0.000000,,364,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,iid,,22,5000,true,,,3,9972,"max|t|=9.50, tau=-0.0951, threshold=4.5",fail
timing-tvla,medium,shift,0.2,iid,,22,5000,true,,,0,10000,"|t|=9.04, threshold=4.5",fail
ks-test,medium,shift,0.2,iid,,22,5000,true,1.000000,,0,10000,"D=0.0864, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,iid,,22,5000,true,1.000000,,0,10000,"A²=41.5205, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,iid,,22,5000,true,,,0,10000,non-overlapping box found at [17-22%],fail
tacet,medium,shift,0.2,iid,100,3,5000,false,0.000000,,361,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,iid,,3,5000,true,,,3,9990,"max|t|=9.02, tau=-0.0903, threshold=4.5",fail
timing-tvla,medium,shift,0.2,iid,,3,5000,true,,,0,10000,"|t|=8.97, threshold=4.5",fail
ks-test,medium,shift,0.2,iid,,3,5000,true,1.000000,,0,10000,"D=0.0814, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,iid,,3,5000,true,1.000000,,0,10000,"A²=41.3126, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,iid,,3,5000,true,,,0,10000,non-overlapping box found at [19-24%],fail
tacet,medium,shift,0.2,ar1-n0.3,100,27,5000,false,0.000000,,310,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-n0.3,,27,5000,false,,,8,9687,"max|t|=4.29, tau=-0.0436, threshold=4.5",pass
timing-tvla,medium,shift,0.2,ar1-n0.3,,27,5000,false,,,0,10000,"|t|=4.25, threshold=4.5",pass
ks-test,medium,shift,0.2,ar1-n0.3,,27,5000,true,0.999968,,1,10000,"D=0.0470, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-n0.3,,27,5000,true,0.999836,,0,10000,"A²=9.4140, p=0.0002, alpha=0.05",fail
mona,medium,shift,0.2,ar1-n0.3,,27,5000,false,,,0,10000,no non-overlapping box found,pass
silent-native,medium,shift,0.2,iid,,8,5000,false,0.050000,,235,10000,"diff=28.5ns, CI_lower=23.3ns, Δ=75.4ns",pass
tacet,medium,shift,0.2,iid,0.4,19,5000,true,1.000000,,358,5000,"Fail (P=100.0%, Http2Multiplexing)",fail
silent-native,medium,shift,0.2,ar1-n0.3,,23,5000,false,0.050000,,217,10000,"diff=28.7ns, CI_lower=17.4ns, Δ=170.1ns",pass
silent-native,medium,shift,0.2,ar1-0.3,,10,5000,false,0.050000,,219,10000,"diff=18.5ns, CI_lower=6.9ns, Δ=169.7ns",pass
tacet,medium,shift,0.2,ar1-0.6,0.4,6,5000,false,0.744792,,333,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.7447916666666666, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0.2,ar1-n0.3,0.4,21,5000,false,0.921875,,366,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.921875, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0.2,ar1-n0.3,0.4,24,5000,false,0.843750,,341,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.84375, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0.2,iid,100,19,5000,false,0.000000,,375,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,iid,,19,5000,true,,,4,10000,"max|t|=9.83, tau=-0.0983, threshold=4.5",fail
timing-tvla,medium,shift,0.2,iid,,19,5000,true,,,0,10000,"|t|=9.83, threshold=4.5",fail
ks-test,medium,shift,0.2,iid,,19,5000,true,1.000000,,4,10000,"D=0.0922, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,iid,,19,5000,true,1.000000,,0,10000,"A²=46.2319, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,iid,,19,5000,true,,,0,10000,non-overlapping box found at [19-24%],fail
tacet,medium,shift,0.2,iid,0.4,9,5000,true,1.000000,,413,5000,"Fail (P=100.0%, Http2Multiplexing)",fail
tacet,medium,shift,0.2,ar1-0.3,0.4,11,5000,false,0.104167,,348,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.10416666666666667, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0.2,ar1-0.6,100,6,5000,false,0.000000,,323,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-0.6,,6,5000,true,,,3,10000,"max|t|=5.79, tau=-0.0579, threshold=4.5",fail
timing-tvla,medium,shift,0.2,ar1-0.6,,6,5000,true,,,0,10000,"|t|=5.79, threshold=4.5",fail
ks-test,medium,shift,0.2,ar1-0.6,,6,5000,true,0.999999,,1,10000,"D=0.0544, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-0.6,,6,5000,true,0.999991,,0,10000,"A²=15.3220, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.6,,6,5000,true,,,0,10000,non-overlapping box found at [62-67%],fail
tacet,medium,shift,0.2,ar1-n0.3,100,21,5000,false,0.000000,,352,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-n0.3,,21,5000,true,,,8,9831,"max|t|=4.82, tau=-0.0486, threshold=4.5",fail
timing-tvla,medium,shift,0.2,ar1-n0.3,,21,5000,false,,,0,10000,"|t|=3.98, threshold=4.5",pass
ks-test,medium,shift,0.2,ar1-n0.3,,21,5000,true,0.999823,,1,10000,"D=0.0432, p=0.0002, alpha=0.05",fail
dudect,medium,shift,0.2,ar1-0.6,,11,5000,false,,,4,3401,"max|t|=1.58, tau=-0.0271, threshold=4.5",pass
timing-tvla,medium,shift,0.2,ar1-0.6,,11,5000,false,,,0,10000,"|t|=1.46, threshold=4.5",pass
ks-test,medium,shift,0.2,ar1-0.6,,11,5000,false,0.684636,,2,10000,"D=0.0192, p=0.3154, alpha=0.05",pass
ad-test,medium,shift,0.2,ar1-0.6,,11,5000,false,0.721494,,0,10000,"A²=1.1058, p=0.2785, alpha=0.05",pass
mona,medium,shift,0.2,ar1-0.6,,11,5000,false,,,0,10000,no non-overlapping box found,pass
tacet,medium,shift,0.2,ar1-n0.3,100,24,5000,false,0.000000,,320,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-n0.3,,24,5000,true,,,3,10000,"max|t|=4.76, tau=-0.0476, threshold=4.5",fail
timing-tvla,medium,shift,0.2,ar1-n0.3,,24,5000,true,,,0,10000,"|t|=4.76, threshold=4.5",fail
ks-test,medium,shift,0.2,ar1-n0.3,,24,5000,true,0.998924,,1,10000,"D=0.0388, p=0.0011, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-n0.3,,24,5000,true,0.999906,,0,10000,"A²=10.5228, p=0.0001, alpha=0.05",fail
mona,medium,shift,0.2,ar1-n0.3,,24,5000,false,,,0,10000,no non-overlapping box found,pass
tacet,medium,shift,0.2,iid,100,9,5000,false,0.000000,,330,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,iid,,9,5000,true,,,3,9989,"max|t|=8.11, tau=-0.0811, threshold=4.5",fail
timing-tvla,medium,shift,0.2,iid,,9,5000,true,,,0,10000,"|t|=7.93, threshold=4.5",fail
ks-test,medium,shift,0.2,iid,,9,5000,true,1.000000,,0,10000,"D=0.0712, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,iid,,9,5000,true,1.000000,,0,10000,"A²=30.7643, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,iid,,9,5000,true,,,0,10000,non-overlapping box found at [20-25%],fail
tacet,medium,shift,0.2,ar1-0.3,100,11,5000,false,0.000000,,341,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-0.3,,11,5000,false,,,3,10000,"max|t|=2.74, tau=-0.0274, threshold=4.5",pass
timing-tvla,medium,shift,0.2,ar1-0.3,,11,5000,false,,,0,10000,"|t|=2.74, threshold=4.5",pass
ks-test,medium,shift,0.2,ar1-0.3,,11,5000,true,0.953144,,1,10000,"D=0.0274, p=0.0469, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-0.3,,11,5000,true,0.985787,,0,10000,"A²=3.5553, p=0.0142, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.3,,11,5000,false,,,0,10000,no non-overlapping box found,pass
rtlf-native,medium,shift,0.2,ar1-n0.3,,21,5000,true,0.910000,,3126,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70], max_excess=1.68",fail
rtlf-native,medium,shift,0.2,iid,,17,5000,true,0.910000,,3003,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=2.60",fail
rtlf-native,medium,shift,0.2,ar1-0.6,,18,5000,true,0.910000,,3239,10000,"significant at deciles [20, 30, 40, 50, 60, 70, 80, 90], max_excess=1.81",fail
silent-native,medium,shift,0.2,ar1-n0.3,,21,5000,false,0.050000,,321,10000,"diff=27.3ns, CI_lower=16.0ns, Δ=171.5ns",pass
rtlf-native,medium,shift,0.2,ar1-0.3,,23,5000,true,0.910000,,3173,10000,"significant at deciles [10, 30, 60], max_excess=1.32",fail
silent-native,medium,shift,0.2,iid,,17,5000,false,0.050000,,203,10000,"diff=25.8ns, CI_lower=20.5ns, Δ=75.8ns",pass
rtlf-native,medium,shift,0.2,iid,,3,5000,true,0.910000,,3205,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=3.00",fail
rtlf-native,medium,shift,0.2,iid,,28,5000,true,0.910000,,3261,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=2.60",fail
rtlf-native,medium,shift,0.2,iid,,22,5000,true,0.910000,,3267,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=3.10",fail
silent-native,medium,shift,0.2,ar1-0.6,,18,5000,false,0.050000,,254,10000,"diff=34.5ns, CI_lower=23.8ns, Δ=169.1ns",pass
silent-native,medium,shift,0.2,ar1-0.3,,23,5000,false,0.050000,,227,10000,"diff=24.5ns, CI_lower=13.2ns, Δ=169.7ns",pass
rtlf-native,medium,shift,0.2,ar1-n0.3,,27,5000,true,0.910000,,3372,10000,"significant at deciles [50, 60, 70, 80, 90], max_excess=1.76",fail
tacet,medium,shift,0.2,ar1-n0.3,0.4,22,5000,true,0.989583,,337,5000,"Fail (P=99.0%, Http2Multiplexing)",fail
silent-native,medium,shift,0.2,iid,,3,5000,false,0.050000,,227,10000,"diff=27.1ns, CI_lower=21.7ns, Δ=75.6ns",pass
silent-native,medium,shift,0.2,iid,,28,5000,false,0.050000,,243,10000,"diff=23.3ns, CI_lower=17.8ns, Δ=75.6ns",pass
silent-native,medium,shift,0.2,iid,,22,5000,false,0.050000,,249,10000,"diff=27.5ns, CI_lower=22.2ns, Δ=76.1ns",pass
tacet,medium,shift,0.2,iid,0.4,18,5000,true,1.000000,,338,5000,"Fail (P=100.0%, Http2Multiplexing)",fail
mona,medium,shift,0.2,ar1-0.3,,28,5000,false,,,0,10000,no non-overlapping box found,pass
rtlf-native,medium,shift,0.2,iid,,19,5000,true,0.910000,,3106,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=3.88",fail
silent-native,medium,shift,0.2,ar1-n0.3,,27,5000,false,0.050000,,216,10000,"diff=29.4ns, CI_lower=17.9ns, Δ=173.1ns",pass
tacet,medium,shift,0.2,ar1-0.6,0.4,19,5000,false,0.223958,,334,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.22395833333333334, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0.2,ar1-0.3,0.4,24,5000,false,0.901042,,345,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.9010416666666666, samples_collected: 5000 }",inconclusive
silent-native,medium,shift,0.2,iid,,19,5000,false,0.050000,,219,10000,"diff=29.9ns, CI_lower=24.8ns, Δ=75.9ns",pass
tacet,medium,shift,0.2,ar1-n0.3,100,22,5000,false,0.000000,,373,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-n0.3,,22,5000,true,,,8,8911,"max|t|=5.48, tau=-0.0581, threshold=4.5",fail
timing-tvla,medium,shift,0.2,ar1-n0.3,,22,5000,true,,,0,10000,"|t|=4.97, threshold=4.5",fail
ks-test,medium,shift,0.2,ar1-n0.3,,22,5000,true,1.000000,,1,10000,"D=0.0586, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-n0.3,,22,5000,true,0.999992,,0,10000,"A²=15.4179, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,ar1-n0.3,,22,5000,true,,,0,10000,non-overlapping box found at [26-31%],fail
tacet,medium,shift,0.2,iid,0.4,4,5000,true,1.000000,,363,5000,"Fail (P=100.0%, Http2Multiplexing)",fail
rtlf-native,medium,shift,0.2,ar1-0.6,,11,5000,false,0.090000,,3112,10000,"no significant deciles, max_excess=0.59",pass
tacet,medium,shift,0.2,iid,0.4,29,5000,true,1.000000,,386,5000,"Fail (P=100.0%, Http2Multiplexing)",fail
tacet,medium,shift,0.2,iid,0.4,23,5000,true,1.000000,,352,5000,"Fail (P=100.0%, Http2Multiplexing)",fail
rtlf-native,medium,shift,0.2,ar1-0.6,,6,5000,true,0.910000,,3338,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80], max_excess=2.28",fail
tacet,medium,shift,0.2,ar1-n0.3,0.4,28,5000,false,0.828125,,351,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.828125, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0.2,ar1-0.6,100,19,5000,false,0.005208,,354,5000,Pass (P=0.5%),pass
dudect,medium,shift,0.2,ar1-0.6,,19,5000,true,,,3,10000,"max|t|=4.89, tau=-0.0489, threshold=4.5",fail
timing-tvla,medium,shift,0.2,ar1-0.6,,19,5000,true,,,0,10000,"|t|=4.89, threshold=4.5",fail
ks-test,medium,shift,0.2,ar1-0.6,,19,5000,true,0.999980,,1,10000,"D=0.0480, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-0.6,,19,5000,true,0.999947,,0,10000,"A²=11.6655, p=0.0001, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.6,,19,5000,false,,,0,10000,no non-overlapping box found,pass
rtlf-native,medium,shift,0.2,ar1-n0.3,,24,5000,true,0.910000,,3297,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70], max_excess=1.77",fail
silent-native,medium,shift,0.2,ar1-0.6,,11,5000,false,0.050000,,239,10000,"diff=10.1ns, CI_lower=-0.5ns, Δ=172.8ns",pass
rtlf-native,medium,shift,0.2,ar1-0.3,,11,5000,false,0.090000,,3205,10000,"no significant deciles, max_excess=1.00",pass
tacet,medium,shift,0.2,iid,100,4,5000,false,0.000000,,343,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,iid,,4,5000,true,,,3,10000,"max|t|=11.43, tau=-0.1143, threshold=4.5",fail
timing-tvla,medium,shift,0.2,iid,,4,5000,true,,,0,10000,"|t|=11.43, threshold=4.5",fail
ks-test,medium,shift,0.2,iid,,4,5000,true,1.000000,,0,10000,"D=0.0930, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,iid,,4,5000,true,1.000000,,0,10000,"A²=60.5829, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,iid,,4,5000,true,,,0,10000,non-overlapping box found at [17-22%],fail
tacet,medium,shift,0.2,ar1-0.3,100,24,5000,false,0.000000,,477,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-0.3,,24,5000,true,,,3,8349,"max|t|=5.66, tau=-0.0620, threshold=4.5",fail
timing-tvla,medium,shift,0.2,ar1-0.3,,24,5000,true,,,0,10000,"|t|=5.27, threshold=4.5",fail
ks-test,medium,shift,0.2,ar1-0.3,,24,5000,true,0.999999,,1,10000,"D=0.0540, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-0.3,,24,5000,true,0.999992,,0,10000,"A²=15.5241, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.3,,24,5000,true,,,0,10000,non-overlapping box found at [31-36%],fail
rtlf-native,medium,shift,0.2,iid,,9,5000,true,0.910000,,3362,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=2.60",fail
tacet,medium,shift,0.2,iid,0.4,20,5000,true,1.000000,,399,5000,"Fail (P=100.0%, Http2Multiplexing)",fail
tacet,medium,shift,0.2,iid,100,29,5000,false,0.000000,,340,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,iid,,29,5000,true,,,3,9990,"max|t|=8.71, tau=-0.0872, threshold=4.5",fail
timing-tvla,medium,shift,0.2,iid,,29,5000,true,,,0,10000,"|t|=8.66, threshold=4.5",fail
tacet,medium,shift,0.2,iid,100,23,5000,false,0.000000,,342,5000,Pass (P=0.0%),pass
ks-test,medium,shift,0.2,iid,,29,5000,true,1.000000,,0,10000,"D=0.0744, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,iid,,29,5000,true,1.000000,,0,10000,"A²=36.4490, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,iid,,29,5000,true,,,0,10000,non-overlapping box found at [13-18%],fail
dudect,medium,shift,0.2,iid,,23,5000,true,,,3,9972,"max|t|=8.34, tau=-0.0835, threshold=4.5",fail
timing-tvla,medium,shift,0.2,iid,,23,5000,true,,,0,10000,"|t|=8.22, threshold=4.5",fail
ks-test,medium,shift,0.2,iid,,23,5000,true,1.000000,,0,10000,"D=0.0666, p=0.0000, alpha=0.05",fail
silent-native,medium,shift,0.2,ar1-0.6,,6,5000,false,0.050000,,252,10000,"diff=39.0ns, CI_lower=27.3ns, Δ=168.4ns",pass
ad-test,medium,shift,0.2,iid,,23,5000,true,1.000000,,0,10000,"A²=33.3291, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,iid,,23,5000,true,,,0,10000,non-overlapping box found at [17-22%],fail
silent-native,medium,shift,0.2,ar1-n0.3,,24,5000,false,0.050000,,242,10000,"diff=32.0ns, CI_lower=21.5ns, Δ=168.0ns",pass
tacet,medium,shift,0.2,ar1-n0.3,100,28,5000,false,0.000000,,299,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-n0.3,,28,5000,true,,,5,6205,"max|t|=4.73, tau=-0.0601, threshold=4.5",fail
timing-tvla,medium,shift,0.2,ar1-n0.3,,28,5000,false,,,0,10000,"|t|=4.36, threshold=4.5",pass
ks-test,medium,shift,0.2,ar1-n0.3,,28,5000,true,0.999381,,1,10000,"D=0.0402, p=0.0006, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-n0.3,,28,5000,true,0.999841,,0,10000,"A²=9.4761, p=0.0002, alpha=0.05",fail
mona,medium,shift,0.2,ar1-n0.3,,28,5000,false,,,0,10000,no non-overlapping box found,pass
silent-native,medium,shift,0.2,ar1-0.3,,11,5000,false,0.050000,,231,10000,"diff=18.9ns, CI_lower=7.5ns, Δ=172.4ns",pass
tacet,medium,shift,0.2,ar1-0.6,0.4,12,5000,false,0.718750,,337,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.71875, samples_collected: 5000 }",inconclusive
silent-native,medium,shift,0.2,iid,,9,5000,false,0.050000,,239,10000,"diff=24.0ns, CI_lower=19.0ns, Δ=75.5ns",pass
tacet,medium,shift,0.2,iid,100,20,5000,false,0.000000,,384,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,iid,,20,5000,true,,,3,9985,"max|t|=9.29, tau=-0.0930, threshold=4.5",fail
timing-tvla,medium,shift,0.2,iid,,20,5000,true,,,0,10000,"|t|=9.17, threshold=4.5",fail
ks-test,medium,shift,0.2,iid,,20,5000,true,1.000000,,0,10000,"D=0.0762, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,iid,,20,5000,true,1.000000,,0,10000,"A²=38.7247, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,iid,,20,5000,true,,,0,10000,non-overlapping box found at [22-27%],fail
tacet,medium,shift,0.2,ar1-0.6,0.4,7,5000,false,0.619792,,352,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.6197916666666666, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0.2,ar1-n0.3,0.4,25,5000,true,0.984375,,340,5000,"Fail (P=98.4%, Http2Multiplexing)",fail
tacet,medium,shift,0.2,ar1-0.3,0.4,12,5000,false,0.828125,,322,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.828125, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0.2,ar1-0.6,100,12,5000,false,0.046875,,300,5000,Pass (P=4.7%),pass
dudect,medium,shift,0.2,ar1-0.6,,12,5000,true,,,3,10000,"max|t|=7.42, tau=-0.0742, threshold=4.5",fail
timing-tvla,medium,shift,0.2,ar1-0.6,,12,5000,true,,,0,10000,"|t|=7.42, threshold=4.5",fail
ks-test,medium,shift,0.2,ar1-0.6,,12,5000,true,1.000000,,1,10000,"D=0.0586, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-0.6,,12,5000,true,1.000000,,0,10000,"A²=24.3792, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.6,,12,5000,true,,,0,10000,non-overlapping box found at [27-32%],fail
tacet,medium,shift,0.2,iid,0.4,10,5000,true,1.000000,,323,5000,"Fail (P=100.0%, Http2Multiplexing)",fail
tacet,medium,shift,0.2,ar1-0.6,100,7,5000,false,0.000000,,358,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-0.6,,7,5000,true,,,4,9988,"max|t|=5.67, tau=-0.0568, threshold=4.5",fail
timing-tvla,medium,shift,0.2,ar1-0.6,,7,5000,true,,,0,10000,"|t|=5.40, threshold=4.5",fail
ks-test,medium,shift,0.2,ar1-0.6,,7,5000,true,0.999985,,3,10000,"D=0.0486, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-0.6,,7,5000,true,0.999982,,0,10000,"A²=13.8564, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.6,,7,5000,false,,,0,10000,no non-overlapping box found,pass
tacet,medium,shift,0.2,ar1-n0.3,100,25,5000,false,0.000000,,328,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-n0.3,,25,5000,true,,,6,9779,"max|t|=5.64, tau=-0.0570, threshold=4.5",fail
timing-tvla,medium,shift,0.2,ar1-n0.3,,25,5000,true,,,0,10000,"|t|=5.52, threshold=4.5",fail
tacet,medium,shift,0.2,ar1-0.3,100,12,5000,false,0.005208,,326,5000,Pass (P=0.5%),pass
ks-test,medium,shift,0.2,ar1-n0.3,,25,5000,true,1.000000,,1,10000,"D=0.0560, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-n0.3,,25,5000,true,0.999994,,3,10000,"A²=15.9580, p=0.0000, alpha=0.05",fail
dudect,medium,shift,0.2,ar1-0.3,,12,5000,true,,,3,10000,"max|t|=6.22, tau=-0.0622, threshold=4.5",fail
timing-tvla,medium,shift,0.2,ar1-0.3,,12,5000,true,,,0,10000,"|t|=6.22, threshold=4.5",fail
mona,medium,shift,0.2,ar1-n0.3,,25,5000,true,,,0,10000,non-overlapping box found at [48-53%],fail
ks-test,medium,shift,0.2,ar1-0.3,,12,5000,true,0.999993,,1,10000,"D=0.0500, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-0.3,,12,5000,true,0.999996,,0,10000,"A²=16.9468, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.3,,12,5000,false,,,0,10000,no non-overlapping box found,pass
tacet,medium,shift,0.2,iid,100,10,5000,false,0.000000,,373,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,iid,,10,5000,true,,,3,9227,"max|t|=8.60, tau=-0.0895, threshold=4.5",fail
timing-tvla,medium,shift,0.2,iid,,10,5000,true,,,0,10000,"|t|=8.07, threshold=4.5",fail
ks-test,medium,shift,0.2,iid,,10,5000,true,1.000000,,0,10000,"D=0.0828, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,iid,,10,5000,true,1.000000,,0,10000,"A²=36.1315, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,iid,,10,5000,true,,,0,10000,non-overlapping box found at [20-25%],fail
rtlf-native,medium,shift,0.2,ar1-0.3,,28,5000,true,0.910000,,3076,10000,"significant at deciles [30, 40], max_excess=1.50",fail
rtlf-native,medium,shift,0.2,ar1-n0.3,,22,5000,true,0.910000,,2940,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80], max_excess=2.26",fail
silent-native,medium,shift,0.2,ar1-0.3,,28,5000,false,0.050000,,221,10000,"diff=27.0ns, CI_lower=15.3ns, Δ=170.1ns",pass
silent-native,medium,shift,0.2,ar1-n0.3,,22,5000,false,0.050000,,238,10000,"diff=34.2ns, CI_lower=22.6ns, Δ=172.0ns",pass
rtlf-native,medium,shift,0.2,ar1-0.6,,19,5000,true,0.910000,,3082,10000,"significant at deciles [30, 40, 50, 60, 70, 80, 90], max_excess=1.77",fail
rtlf-native,medium,shift,0.2,iid,,4,5000,true,0.910000,,2985,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=3.67",fail
tacet,medium,shift,0.2,ar1-0.3,0.4,29,5000,false,0.317708,,320,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.3177083333333333, samples_collected: 5000 }",inconclusive
rtlf-native,medium,shift,0.2,iid,,23,5000,true,0.910000,,2990,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=2.70",fail
rtlf-native,medium,shift,0.2,ar1-n0.3,,28,5000,true,0.910000,,2929,10000,"significant at deciles [10, 20, 30, 40], max_excess=1.64",fail
rtlf-native,medium,shift,0.2,ar1-0.3,,24,5000,true,0.910000,,3112,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70], max_excess=2.10",fail
